Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeCorners,AwayCorners,HomeFouls,AwayFouls,HomeYellows,AwayYellows,HomeReds,AwayReds
2020-07-15,Porto,Sp Lisbon,2.0,0.0,H,8.0,8.0,4.0,2.0,5.0,8.0,16.0,20.0,4.0,2.0,0.0,0.0
2020-07-20,Porto,Moreirense,6.0,1.0,H,14.0,8.0,9.0,4.0,2.0,3.0,13.0,10.0,1.0,1.0,0.0,0.0
2020-07-25,Sp Braga,Porto,2.0,1.0,H,11.0,10.0,5.0,5.0,8.0,3.0,16.0,13.0,6.0,3.0,0.0,0.0
2020-09-19,Porto,Sp Braga,3.0,1.0,H,11.0,7.0,4.0,1.0,5.0,1.0,17.0,18.0,0.0,0.0,0.0,0.0
2020-09-26,Boavista,Porto,0.0,5.0,A,11.0,15.0,4.0,6.0,3.0,2.0,19.0,19.0,1.0,0.0,0.0,0.0
2020-10-03,Porto,Maritimo,2.0,3.0,A,32.0,11.0,10.0,4.0,9.0,0.0,19.0,16.0,2.0,4.0,0.0,0.0
2020-10-17,Sp Lisbon,Porto,2.0,2.0,D,13.0,10.0,5.0,5.0,4.0,1.0,18.0,20.0,5.0,4.0,1.0,0.0
2020-10-24,Porto,Gil Vicente,1.0,0.0,H,18.0,13.0,7.0,2.0,8.0,3.0,17.0,15.0,6.0,2.0,1.0,0.0
2020-10-30,Pacos Ferreira,Porto,3.0,2.0,H,16.0,10.0,7.0,3.0,5.0,4.0,22.0,20.0,1.0,1.0,0.0,0.0
2020-11-08,Porto,Portimonense,3.0,1.0,H,18.0,8.0,7.0,1.0,11.0,4.0,15.0,21.0,3.0,3.0,0.0,0.0
2020-11-28,Santa Clara,Porto,0.0,1.0,A,7.0,4.0,2.0,2.0,2.0,7.0,12.0,14.0,2.0,1.0,0.0,0.0
2020-12-05,Porto,Tondela,4.0,3.0,H,16.0,8.0,9.0,4.0,5.0,2.0,16.0,12.0,3.0,5.0,1.0,0.0
2020-12-20,Porto,Nacional,2.0,0.0,H,14.0,4.0,5.0,2.0,8.0,1.0,14.0,18.0,0.0,2.0,0.0,0.0
2020-12-29,Guimaraes,Porto,2.0,3.0,A,4.0,17.0,2.0,7.0,0.0,3.0,15.0,10.0,2.0,1.0,0.0,0.0
2021-01-03,Porto,Moreirense,3.0,0.0,H,20.0,3.0,7.0,2.0,6.0,1.0,15.0,14.0,2.0,0.0,0.0,0.0
2021-01-08,Famalicao,Porto,1.0,4.0,A,8.0,9.0,3.0,5.0,3.0,3.0,21.0,9.0,5.0,1.0,0.0,0.0
2021-01-15,Porto,Benfica,1.0,1.0,D,9.0,12.0,4.0,4.0,1.0,3.0,17.0,26.0,4.0,4.0,1.0,0.0
2021-01-25,Farense,Porto,0.0,1.0,A,5.0,18.0,1.0,8.0,7.0,4.0,12.0,18.0,1.0,1.0,0.0,0.0
2021-02-01,Porto,Rio Ave,2.0,0.0,H,14.0,8.0,5.0,2.0,7.0,8.0,19.0,11.0,1.0,2.0,0.0,0.0
2021-02-04,Belenenses,Porto,0.0,0.0,D,6.0,16.0,0.0,6.0,2.0,10.0,12.0,13.0,4.0,2.0,0.0,0.0
2021-02-07,Sp Braga,Porto,2.0,2.0,D,15.0,10.0,5.0,3.0,6.0,5.0,18.0,18.0,3.0,3.0,0.0,1.0
2021-02-13,Porto,Boavista,2.0,2.0,D,17.0,4.0,6.0,4.0,7.0,2.0,14.0,26.0,2.0,4.0,0.0,0.0
2021-02-22,Maritimo,Porto,1.0,2.0,A,12.0,14.0,7.0,6.0,3.0,3.0,21.0,18.0,6.0,2.0,0.0,0.0
2021-02-27,Porto,Sp Lisbon,0.0,0.0,D,14.0,4.0,3.0,0.0,3.0,1.0,20.0,16.0,1.0,2.0,0.0,0.0
2021-03-06,Gil Vicente,Porto,0.0,2.0,A,9.0,11.0,1.0,6.0,4.0,10.0,14.0,11.0,0.0,0.0,0.0,0.0
2021-03-14,Porto,Pacos Ferreira,2.0,0.0,H,16.0,2.0,5.0,2.0,10.0,2.0,11.0,13.0,1.0,2.0,0.0,0.0
2021-03-20,Portimonense,Porto,1.0,2.0,A,8.0,12.0,3.0,3.0,2.0,4.0,14.0,10.0,4.0,2.0,1.0,0.0
2021-04-03,Porto,Santa Clara,2.0,1.0,H,17.0,5.0,6.0,3.0,7.0,5.0,17.0,23.0,3.0,3.0,0.0,0.0
2021-04-10,Tondela,Porto,0.0,2.0,A,7.0,13.0,2.0,6.0,1.0,6.0,19.0,21.0,4.0,1.0,0.0,0.0
2021-04-18,Nacional,Porto,0.0,1.0,A,7.0,9.0,3.0,3.0,2.0,2.0,13.0,16.0,3.0,1.0,0.0,0.0
2021-04-22,Porto,Guimaraes,1.0,0.0,H,15.0,4.0,7.0,1.0,8.0,4.0,9.0,7.0,1.0,0.0,0.0,0.0
2021-04-26,Moreirense,Porto,1.0,1.0,D,10.0,20.0,4.0,7.0,6.0,11.0,19.0,12.0,2.0,4.0,0.0,0.0
2021-04-30,Porto,Famalicao,3.0,2.0,H,10.0,9.0,4.0,3.0,5.0,4.0,18.0,19.0,1.0,3.0,0.0,0.0
2021-05-06,Benfica,Porto,1.0,1.0,D,5.0,15.0,3.0,2.0,7.0,11.0,21.0,13.0,8.0,3.0,0.0,0.0
2021-05-10,Porto,Farense,5.0,1.0,H,13.0,6.0,7.0,1.0,3.0,1.0,18.0,12.0,4.0,4.0,0.0,1.0
2021-05-15,Rio Ave,Porto,0.0,3.0,A,12.0,15.0,2.0,4.0,5.0,5.0,17.0,23.0,3.0,1.0,0.0,0.0
2021-05-19,Porto,Belenenses,4.0,0.0,H,12.0,13.0,6.0,3.0,6.0,6.0,16.0,14.0,2.0,1.0,0.0,0.0
2021-08-08,Porto,Belenenses,2.0,0.0,H,21.0,7.0,7.0,3.0,8.0,3.0,11.0,15.0,2.0,3.0,0.0,0.0
2021-08-15,Famalicao,Porto,1.0,2.0,A,7.0,12.0,1.0,4.0,3.0,2.0,16.0,14.0,3.0,1.0,0.0,0.0
2021-08-22,Maritimo,Porto,1.0,1.0,D,5.0,16.0,1.0,5.0,3.0,4.0,21.0,18.0,4.0,1.0,0.0,0.0
2021-08-28,Porto,Arouca,3.0,0.0,H,15.0,8.0,4.0,1.0,4.0,5.0,16.0,14.0,4.0,3.0,0.0,0.0
2021-09-11,Sp Lisbon,Porto,1.0,1.0,D,9.0,5.0,5.0,1.0,5.0,4.0,19.0,21.0,6.0,6.0,0.0,1.0
2021-09-19,Porto,Moreirense,5.0,0.0,H,18.0,5.0,7.0,0.0,6.0,5.0,11.0,11.0,2.0,3.0,0.0,0.0
2021-09-24,Gil Vicente,Porto,1.0,2.0,A,8.0,16.0,4.0,8.0,2.0,6.0,15.0,17.0,5.0,4.0,0.0,0.0
2021-10-02,Porto,Pacos Ferreira,2.0,1.0,H,23.0,7.0,8.0,2.0,11.0,3.0,9.0,19.0,4.0,5.0,1.0,0.0
2021-10-23,Tondela,Porto,1.0,3.0,A,3.0,24.0,2.0,6.0,3.0,10.0,9.0,23.0,2.0,4.0,1.0,0.0
2021-10-30,Porto,Boavista,4.0,1.0,H,18.0,8.0,11.0,3.0,4.0,6.0,9.0,10.0,4.0,4.0,0.0,0.0
2021-11-07,Santa Clara,Porto,0.0,3.0,A,3.0,23.0,1.0,10.0,1.0,8.0,13.0,14.0,3.0,2.0,1.0,0.0
2021-11-28,Porto,Guimaraes,2.0,1.0,H,17.0,9.0,9.0,2.0,5.0,2.0,16.0,15.0,3.0,6.0,0.0,1.0
2021-12-03,Portimonense,Porto,0.0,3.0,A,7.0,23.0,4.0,6.0,3.0,6.0,11.0,14.0,3.0,1.0,0.0,0.0
2021-12-12,Porto,Sp Braga,1.0,0.0,H,20.0,7.0,4.0,1.0,6.0,3.0,12.0,14.0,3.0,5.0,0.0,0.0
2021-12-19,Vizela,Porto,0.0,4.0,A,9.0,15.0,4.0,7.0,3.0,11.0,12.0,8.0,1.0,1.0,1.0,0.0
2021-12-30,Porto,Benfica,3.0,1.0,H,15.0,13.0,6.0,5.0,5.0,7.0,13.0,13.0,3.0,5.0,0.0,1.0
2022-01-08,Estoril,Porto,2.0,3.0,A,7.0,23.0,2.0,10.0,2.0,7.0,15.0,18.0,4.0,2.0,0.0,0.0
2022-01-16,Belenenses,Porto,1.0,4.0,A,4.0,24.0,2.0,9.0,3.0,8.0,13.0,16.0,5.0,3.0,2.0,0.0
2022-01-23,Porto,Famalicao,3.0,1.0,H,18.0,6.0,9.0,1.0,7.0,4.0,13.0,14.0,0.0,4.0,1.0,0.0
2022-01-30,Porto,Maritimo,2.0,1.0,H,14.0,8.0,5.0,3.0,1.0,3.0,24.0,15.0,4.0,5.0,0.0,0.0
2022-02-06,Arouca,Porto,0.0,2.0,A,6.0,15.0,1.0,4.0,3.0,3.0,14.0,18.0,5.0,4.0,0.0,0.0
2022-02-11,Porto,Sp Lisbon,2.0,2.0,D,21.0,7.0,7.0,3.0,9.0,0.0,18.0,13.0,4.0,7.0,2.0,3.0
2022-02-20,Moreirense,Porto,0.0,1.0,A,9.0,16.0,1.0,5.0,2.0,9.0,16.0,14.0,7.0,4.0,1.0,1.0
2022-02-27,Porto,Gil Vicente,1.0,1.0,D,30.0,5.0,8.0,1.0,10.0,1.0,12.0,4.0,2.0,1.0,0.0,1.0
2022-03-06,Pacos Ferreira,Porto,2.0,4.0,A,6.0,12.0,4.0,9.0,1.0,7.0,4.0,19.0,0.0,2.0,0.0,0.0
2022-03-13,Porto,Tondela,4.0,0.0,H,17.0,9.0,9.0,2.0,5.0,4.0,21.0,16.0,1.0,3.0,0.0,1.0
2022-03-20,Boavista,Porto,0.0,1.0,A,9.0,10.0,1.0,4.0,3.0,5.0,18.0,16.0,2.0,2.0,0.0,0.0
2022-04-04,Porto,Santa Clara,3.0,0.0,H,16.0,5.0,6.0,1.0,7.0,3.0,12.0,11.0,0.0,0.0,0.0,0.0
2022-04-10,Guimaraes,Porto,0.0,1.0,A,4.0,13.0,1.0,4.0,3.0,1.0,15.0,20.0,6.0,2.0,1.0,0.0
2022-04-16,Porto,Portimonense,7.0,0.0,H,26.0,3.0,12.0,2.0,9.0,1.0,10.0,7.0,0.0,2.0,0.0,0.0
2022-04-25,Sp Braga,Porto,1.0,0.0,H,9.0,19.0,5.0,3.0,2.0,10.0,13.0,7.0,2.0,2.0,0.0,0.0
2022-04-30,Porto,Vizela,4.0,2.0,H,17.0,3.0,8.0,2.0,8.0,2.0,12.0,7.0,1.0,1.0,0.0,0.0
2022-05-07,Benfica,Porto,0.0,1.0,A,9.0,10.0,2.0,5.0,5.0,3.0,23.0,15.0,10.0,4.0,0.0,0.0
2022-05-14,Porto,Estoril,2.0,0.0,H,21.0,7.0,5.0,1.0,12.0,6.0,13.0,11.0,0.0,0.0,0.0,0.0
2022-08-06,Porto,Maritimo,5.0,1.0,H,22.0,9.0,7.0,3.0,4.0,4.0,13.0,11.0,3.0,2.0,0.0,0.0
2022-08-14,Vizela,Porto,0.0,1.0,A,4.0,13.0,1.0,4.0,1.0,10.0,18.0,13.0,6.0,2.0,0.0,0.0
2022-08-20,Porto,Sp Lisbon,3.0,0.0,H,11.0,8.0,5.0,4.0,3.0,4.0,23.0,11.0,1.0,4.0,0.0,1.0
2022-08-28,Rio Ave,Porto,3.0,1.0,H,6.0,27.0,4.0,10.0,2.0,7.0,11.0,8.0,1.0,2.0,0.0,0.0
2022-09-03,Gil Vicente,Porto,0.0,2.0,A,6.0,16.0,2.0,4.0,6.0,4.0,15.0,9.0,1.0,0.0,0.0,0.0
2022-09-10,Porto,Chaves,3.0,0.0,H,19.0,8.0,7.0,1.0,9.0,3.0,13.0,11.0,1.0,3.0,0.0,0.0
2022-09-17,Estoril,Porto,1.0,1.0,D,9.0,19.0,4.0,4.0,4.0,11.0,12.0,19.0,8.0,3.0,1.0,0.0
2022-09-30,Porto,Sp Braga,4.0,1.0,H,16.0,9.0,7.0,0.0,6.0,5.0,14.0,17.0,2.0,4.0,0.0,1.0
2022-10-08,Portimonense,Porto,0.0,2.0,A,12.0,18.0,3.0,7.0,1.0,5.0,12.0,7.0,4.0,2.0,0.0,0.0
2022-10-21,Porto,Benfica,0.0,1.0,A,11.0,13.0,4.0,4.0,4.0,4.0,14.0,19.0,5.0,7.0,1.0,0.0
2022-10-29,Santa Clara,Porto,1.0,1.0,D,9.0,15.0,5.0,4.0,5.0,6.0,13.0,13.0,4.0,1.0,0.0,0.0
2022-11-05,Porto,Pacos Ferreira,4.0,0.0,H,18.0,9.0,7.0,3.0,4.0,6.0,16.0,8.0,2.0,3.0,0.0,0.0
2022-11-12,Boavista,Porto,1.0,4.0,A,6.0,24.0,0.0,9.0,5.0,4.0,16.0,15.0,5.0,1.0,1.0,0.0
2022-12-28,Porto,Arouca,5.0,1.0,H,16.0,8.0,11.0,2.0,5.0,3.0,13.0,14.0,1.0,3.0,0.0,0.0
2023-01-07,Casa Pia,Porto,0.0,0.0,D,2.0,25.0,0.0,9.0,5.0,6.0,10.0,11.0,3.0,0.0,1.0,0.0
2023-01-15,Porto,Famalicao,4.0,1.0,H,17.0,10.0,9.0,2.0,2.0,5.0,22.0,15.0,3.0,1.0,0.0,0.0
2023-01-21,Guimaraes,Porto,0.0,1.0,A,9.0,14.0,0.0,2.0,3.0,6.0,20.0,17.0,6.0,4.0,0.0,0.0
2023-02-01,Maritimo,Porto,0.0,2.0,A,10.0,9.0,2.0,4.0,5.0,1.0,28.0,15.0,6.0,3.0,1.0,1.0
2023-02-05,Porto,Vizela,2.0,0.0,H,15.0,10.0,4.0,3.0,7.0,5.0,15.0,9.0,2.0,2.0,0.0,0.0
2023-02-12,Sp Lisbon,Porto,1.0,2.0,A,15.0,10.0,5.0,3.0,8.0,4.0,11.0,12.0,4.0,1.0,0.0,0.0
2023-02-18,Porto,Rio Ave,1.0,0.0,H,14.0,11.0,4.0,4.0,8.0,2.0,19.0,17.0,2.0,3.0,0.0,0.0
2023-02-26,Porto,Gil Vicente,1.0,2.0,A,11.0,9.0,4.0,4.0,3.0,0.0,9.0,8.0,5.0,5.0,2.0,0.0
2023-03-04,Chaves,Porto,1.0,3.0,A,13.0,13.0,4.0,5.0,4.0,8.0,19.0,19.0,9.0,5.0,2.0,0.0
2023-03-10,Porto,Estoril,3.0,2.0,H,12.0,9.0,5.0,3.0,6.0,3.0,22.0,11.0,3.0,5.0,0.0,1.0
2023-03-19,Sp Braga,Porto,0.0,0.0,D,14.0,5.0,4.0,2.0,5.0,5.0,15.0,17.0,3.0,2.0,0.0,0.0
2023-04-02,Porto,Portimonense,1.0,0.0,H,17.0,6.0,6.0,0.0,10.0,3.0,15.0,12.0,2.0,3.0,0.0,1.0
2023-04-07,Benfica,Porto,1.0,2.0,A,7.0,7.0,1.0,3.0,4.0,5.0,13.0,15.0,3.0,5.0,0.0,0.0
2023-04-15,Porto,Santa Clara,2.0,1.0,H,12.0,8.0,4.0,2.0,4.0,4.0,13.0,13.0,2.0,5.0,0.0,0.0
2023-04-22,Pacos Ferreira,Porto,0.0,2.0,A,8.0,10.0,0.0,4.0,2.0,5.0,18.0,14.0,5.0,1.0,1.0,0.0
2023-04-30,Porto,Boavista,1.0,0.0,H,10.0,7.0,1.0,2.0,6.0,4.0,13.0,25.0,2.0,5.0,1.0,0.0
2023-05-08,Arouca,Porto,0.0,1.0,A,8.0,12.0,2.0,4.0,1.0,8.0,17.0,12.0,1.0,2.0,0.0,0.0
2023-05-14,Porto,Casa Pia,2.0,1.0,H,19.0,8.0,8.0,2.0,13.0,3.0,8.0,11.0,1.0,3.0,0.0,0.0
2023-05-20,Famalicao,Porto,2.0,4.0,A,7.0,11.0,5.0,7.0,1.0,1.0,14.0,22.0,5.0,3.0,0.0,0.0
2023-05-27,Porto,Guimaraes,3.0,0.0,H,20.0,4.0,6.0,0.0,8.0,2.0,14.0,14.0,2.0,6.0,0.0,1.0
2023-08-14,Moreirense,Porto,1.0,2.0,A,8.0,18.0,1.0,7.0,5.0,10.0,22.0,15.0,4.0,7.0,0.0,1.0
2023-08-20,Porto,Farense,2.0,1.0,H,26.0,7.0,8.0,1.0,17.0,3.0,9.0,11.0,2.0,3.0,0.0,0.0
2023-08-28,Rio Ave,Porto,1.0,2.0,A,4.0,9.0,1.0,5.0,1.0,7.0,22.0,17.0,4.0,3.0,0.0,0.0
2023-09-03,Porto,Arouca,1.0,1.0,D,12.0,10.0,3.0,2.0,5.0,2.0,9.0,14.0,3.0,2.0,0.0,0.0
2023-09-15,Estrela,Porto,0.0,1.0,A,9.0,10.0,1.0,4.0,10.0,6.0,12.0,21.0,3.0,5.0,0.0,0.0
2023-09-23,Porto,Gil Vicente,2.0,1.0,H,20.0,12.0,7.0,4.0,6.0,3.0,15.0,12.0,1.0,3.0,0.0,0.0
2023-09-29,Benfica,Porto,1.0,0.0,H,12.0,6.0,2.0,3.0,9.0,5.0,18.0,10.0,4.0,5.0,0.0,1.0
2023-10-08,Porto,Portimonense,1.0,0.0,H,18.0,4.0,7.0,2.0,10.0,5.0,12.0,19.0,4.0,6.0,1.0,0.0
2023-10-29,Vizela,Porto,0.0,2.0,A,8.0,13.0,1.0,3.0,4.0,4.0,16.0,17.0,3.0,4.0,0.0,0.0
2023-11-03,Porto,Estoril,0.0,1.0,A,16.0,7.0,4.0,3.0,9.0,6.0,16.0,16.0,5.0,7.0,0.0,0.0
2023-11-11,Guimaraes,Porto,1.0,2.0,A,14.0,7.0,8.0,4.0,10.0,6.0,19.0,17.0,3.0,3.0,0.0,0.0
2023-12-02,Famalicao,Porto,0.0,3.0,A,12.0,9.0,0.0,5.0,7.0,2.0,16.0,22.0,4.0,5.0,1.0,0.0
2023-12-09,Porto,Casa Pia,3.0,1.0,H,16.0,7.0,6.0,3.0,4.0,1.0,11.0,9.0,3.0,1.0,0.0,0.0
2023-12-18,Sp Lisbon,Porto,2.0,0.0,H,11.0,5.0,6.0,3.0,2.0,2.0,21.0,15.0,4.0,4.0,0.0,1.0
2023-12-29,Porto,Chaves,1.0,0.0,H,17.0,5.0,10.0,2.0,8.0,3.0,20.0,11.0,3.0,5.0,0.0,0.0
2024-01-05,Boavista,Porto,1.0,1.0,D,7.0,24.0,2.0,7.0,1.0,6.0,18.0,14.0,5.0,1.0,1.0,0.0
2024-01-14,Porto,Sp Braga,2.0,0.0,H,8.0,10.0,4.0,5.0,5.0,5.0,12.0,15.0,3.0,5.0,0.0,0.0
2024-01-20,Porto,Moreirense,5.0,0.0,H,16.0,5.0,8.0,1.0,5.0,1.0,13.0,16.0,0.0,3.0,0.0,0.0
2024-01-28,Farense,Porto,1.0,3.0,A,9.0,18.0,4.0,4.0,4.0,10.0,16.0,7.0,1.0,0.0,0.0,0.0
2024-02-03,Porto,Rio Ave,0.0,0.0,D,17.0,3.0,5.0,0.0,23.0,0.0,15.0,24.0,4.0,5.0,0.0,1.0
2024-02-12,Arouca,Porto,3.0,2.0,H,10.0,14.0,6.0,6.0,3.0,7.0,20.0,9.0,3.0,4.0,0.0,1.0
2024-02-17,Porto,Estrela,2.0,0.0,H,16.0,8.0,6.0,2.0,8.0,6.0,12.0,13.0,0.0,2.0,0.0,0.0
2024-02-25,Gil Vicente,Porto,1.0,1.0,D,7.0,14.0,1.0,5.0,2.0,4.0,16.0,14.0,3.0,3.0,0.0,0.0
2024-03-03,Porto,Benfica,5.0,0.0,H,16.0,3.0,8.0,1.0,6.0,2.0,12.0,16.0,1.0,3.0,0.0,1.0
2024-03-08,Portimonense,Porto,0.0,3.0,A,7.0,16.0,2.0,6.0,1.0,13.0,16.0,11.0,2.0,0.0,0.0,0.0
2024-03-16,Porto,Vizela,4.0,1.0,H,36.0,3.0,9.0,0.0,12.0,3.0,19.0,12.0,0.0,3.0,0.0,1.0
2024-03-30,Estoril,Porto,1.0,0.0,H,5.0,13.0,2.0,2.0,1.0,10.0,21.0,14.0,5.0,8.0,1.0,3.0
2024-04-07,Porto,Guimaraes,1.0,2.0,A,12.0,4.0,6.0,2.0,6.0,1.0,6.0,23.0,2.0,6.0,1.0,0.0
2024-04-13,Porto,Famalicao,2.0,2.0,D,20.0,8.0,8.0,3.0,10.0,0.0,19.0,16.0,4.0,3.0,1.0,0.0
2024-04-21,Casa Pia,Porto,1.0,2.0,A,11.0,16.0,4.0,5.0,8.0,4.0,18.0,15.0,3.0,1.0,0.0,0.0
2024-04-28,Porto,Sp Lisbon,2.0,2.0,D,11.0,9.0,5.0,5.0,2.0,6.0,9.0,11.0,2.0,2.0,0.0,1.0
2024-05-04,Chaves,Porto,0.0,3.0,A,4.0,9.0,0.0,3.0,2.0,8.0,5.0,15.0,4.0,2.0,1.0,0.0
2024-05-12,Porto,Boavista,2.0,1.0,H,20.0,3.0,4.0,2.0,11.0,2.0,14.0,12.0,2.0,9.0,0.0,1.0
2024-05-18,Sp Braga,Porto,0.0,1.0,A,4.0,19.0,1.0,5.0,4.0,8.0,13.0,11.0,4.0,1.0,1.0,0.0
